Possible!
Amount of moves: 1742
150 150 110 81
150 150 111 81
150 150 111 80
150 150 111 79
150 150 111 78
150 150 112 78
150 150 112 79
150 150 113 79
150 150 113 80
150 150 114 80
150 150 115 80
150 150 116 80
150 150 117 80
150 150 117 81
150 150 116 81
150 150 116 82
150 150 116 83
150 150 117 83
150 150 118 83
150 150 119 83
150 150 119 84
150 150 118 84
150 150 118 85
150 150 118 86
150 150 117 86
150 150 116 86
150 150 116 85
150 150 115 85
150 150 115 86
150 150 115 87
150 150 116 87
150 150 116 88
150 150 116 89
150 150 115 89
150 150 115 90
150 150 115 91
150 150 115 92
150 150 114 92
150 150 114 93
150 150 114 94
150 150 113 94
150 150 113 95
150 150 113 96
150 150 112 96
150 150 111 96
150 150 111 97
150 150 112 97
150 150 112 98
150 150 111 98
150 150 111 99
150 150 111 100
150 150 111 101
150 150 112 101
150 150 112 102
150 150 112 103
150 150 111 103
150 150 111 104
150 150 111 105
150 150 110 105
150 150 110 104
150 150 109 104
150 150 109 103
150 150 108 103
150 150 107 103
150 150 107 104
150 150 107 105
150 150 108 105
150 150 108 106
150 150 108 107
150 150 109 107
150 150 110 107
150 150 110 108
150 150 111 108
150 150 112 108
150 150 112 109
150 150 111 109
150 150 111 110
150 150 111 111
150 150 112 111
150 150 113 111
150 150 114 111
150 150 114 110
150 150 115 110
150 150 115 111
150 150 115 112
150 150 115 113
150 150 115 114
150 150 116 114
150 150 117 114
150 150 118 114
150 150 119 114
150 150 120 114
150 150 121 114
150 150 121 113
150 150 121 112
150 150 122 112
150 150 123 112
150 150 124 112
150 150 124 113
150 150 125 113
150 150 125 112
150 150 126 112
150 150 127 112
150 150 127 111
150 150 128 111
150 150 129 111
150 150 129 112
150 150 129 113
150 150 130 113
150 150 131 113
150 150 131 114
150 150 130 114
150 150 130 115
150 150 130 116
150 150 131 116
150 150 131 117
150 150 130 117
150 150 130 118
150 150 131 118
150 150 131 119
150 150 132 119
150 150 133 119
150 150 133 118
150 150 134 118
150 150 134 117
150 150 135 117
150 150 135 118
150 150 135 119
150 150 136 119
150 150 136 120
150 150 137 120
150 150 137 121
150 150 136 121
150 150 135 121
150 150 134 121
150 150 134 122
150 150 133 122
150 150 132 122
150 150 132 123
150 150 131 123
150 150 131 122
150 150 130 122
150 150 130 123
150 150 130 124
150 150 129 124
150 150 129 125
150 150 128 125
150 150 128 126
150 150 128 127
150 150 128 128
150 150 129 128
150 150 130 128
150 150 130 129
150 150 129 129
150 150 129 130
150 150 130 130
150 150 130 131
150 150 130 132
150 150 129 132
150 150 129 133
150 150 130 133
150 150 130 134
150 150 130 135
150 150 129 135
150 150 128 135
150 150 127 135
150 150 127 136
150 150 127 137
150 150 127 138
150 150 127 139
150 150 127 140
150 150 127 141
150 150 127 142
150 150 128 142
150 150 129 142
150 150 130 142
150 150 131 142
150 150 132 142
150 150 132 143
150 150 133 143
150 150 133 144
150 150 134 144
150 150 134 145
150 150 134 146
150 150 135 146
150 150 135 147
150 150 136 147
150 150 136 146
150 150 137 146
150 150 138 146
150 150 138 145
150 150 138 144
150 150 138 143
150 150 139 143
150 150 140 143
150 150 140 144
150 150 141 144
150 150 141 143
150 150 142 143
150 150 143 143
150 150 144 143
150 150 145 143
150 150 145 142
150 150 146 142
150 150 146 143
150 150 147 143
150 150 147 144
150 150 147 145
150 150 147 146
150 150 147 147
150 150 147 148
150 150 147 149
150 150 148 149
150 150 149 149
150 150 149 150
150 150 150 150
Program ran for 0.079250 seconds.
